SKU;EAN;Nazwa produktu (BL);Kategoria BTP (główna);Kategoria BTP (podkategoria);Proponowana kategoria sklepu;Slug kategorii;BL Category ID;Status
871125233242;8711252332420;"Zestaw silikonowych przyborów kuchennych ze stojakiem 12 elementów";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
871125256918;8711252569185;"Zestaw drewnianych młynków do pieprzu soli 25cm 2 sztuki";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
871125224712;8711252247120;"Zestaw rękawica kuchenna podkładka pod garnek";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
871125258623;8711252586236;"Zestaw ceramicznych naczyń żaroodpornych do zapiekania okrągłe 4";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
871125258620;8711252586205;"Zestaw ceramicznych naczyń żaroodpornych do zapiekania owalne 2";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
871125224028;8711252240282;"Zestaw silikonowych przyborów kuchennych ze stojakiem 12 elementów";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
871125258618;8711252586182;"Zestaw ceramicznych foremek do pieczenia 10,2x6 cm 4 sztuki";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
871125223075;8711252230757;"Zestaw szklanych naczyń żaroodpornych do pieczenia 2 sztuki";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
489522911407;4895229114074;"Latarka aluminiowa LED 400 lumenów wodoodporna IPX4";Dom i ogród;Oświetlenie;Dom > Oświetlenie (domowe);oswietlenie-domowe;2806810;OK
871125223559;8711252235592;"Latarka aluminiowa LED 350 lumenów 6W";Dom i ogród;Oświetlenie;Dom > Oświetlenie (domowe);oswietlenie-domowe;2806810;OK
871125207907;8711252079073;"Czajnik samochodowy do busa czarny";Motoryzacja;Akcesoria samochodowe;Motoryzacja > Akcesoria i części;akcesoria-i-czesci;2810030;OK
BMBP15PNYPOV;3666339540302;"Plecak Nylon Pockets na notebooka 16 Bmw granatowy";Elektronika;Komputery;Elektronika i GSM > Etui i pokrowce > Do tabletów i laptopów;do-tabletow-i-laptopow;2805806;OK
INVGC10;5907813963698;"Przetwornica napięcia Inwerter Pro 12V na 230V 2000W Green Cell";Motoryzacja;Akcesoria samochodowe;Motoryzacja > Akcesoria i części;akcesoria-i-czesci;2810030;OK
ACS10425;8800283315578;"Etui BK100 na kluczyk samochodowy do Bmw Smart Key G Spigen czarny";Motoryzacja;Akcesoria samochodowe;Motoryzacja > Akcesoria i części;akcesoria-i-czesci;2810030;OK
AMP10640;8800283317725;"Stojak LD208S4 Vertical Laptop Aluminiowy organizer Spigen gwiezdna szarość";Elektronika;Komputery;Elektronika i GSM > Etui i pokrowce > Do tabletów i laptopów;do-tabletow-i-laptopow;2805806;OK
688118201320;;"Taśma maskująca 4,8cm x 30m Idealna do malowania tynkowania";;;;;;BRAK W CSV
CKA;;"Uchwyt samochodowy 4-7”, obrotowy 360°, czarneClassic";;;;;;BRAK W CSV
CKB;;"Uchwyt samochodowy Classic 4-6,5 czarny, regulowany";;;;;;BRAK W CSV
WS120;;"Panel słoneczny 120W Ws120 z USB-C PD 30W USB-A QC 18W czarny";;;;;;BRAK W CSV
WX1200;;"Stacja zasilania przenośna 600W 168000mAh czarna Wx1200";;;;;;BRAK W CSV
WX2400;;"Stacja zasilania przenośna Wx2400 1200W 999Wh czarna";;;;;;BRAK W CSV
GURSHG4SK;;"Uchwyt na palec Guess 4G, metalowy, czarnezłote, uniwersalny";;;;;;BRAK W CSV
GUWBHGCFSEP;;"Torba na smartfona Guess GCube, różowa, eco skóra, z kieszeniami";;;;;;BRAK W CSV
KLWBSAKCPMK;;"Torba na smartfona czarna, ekoskóra, z regulowanym paskiem";;;;;;BRAK W CSV
FEWCMRSIK;;"Portfel magnetyczny Ferrari z funkcją MagSafe, skórzany, czarny";;;;;;BRAK W CSV
FEWCMRSIR;;"Portfel magnetyczny Ferrari Skórzany z miejscem na kartę MagSafe czerwone";;;;;;BRAK W CSV
MUF-64BE3/APC;;"Pendrive 64 GB USB 3.1 metalowy w kolorze szampański, wodoodporny";;;;;;BRAK W CSV
ACP01279;;"Uchwyt samochodowy Spigen UTS12W OneTap z ładowaniem bezprzewodowym czarny";;;;;;BRAK W CSV
ACP01280;;"Uchwyt samochodowy Spigen UTS35W OneTap z ładowaniem bezprzewodowym czarny";;;;;;BRAK W CSV
ACP03694;;"Uchwyt samochodowy magnetyczny Spigen ITM12W z ładowaniem 15W czarny";;;;;;BRAK W CSV
AFA07400;;"Portfel magnetyczny Spigen Etui MagSafe, przezroczyste, na 3 karty";;;;;;BRAK W CSV
65303;;"Puzzle 1000 elementów Hogwarts Houses Harry Potter w ozdobnym pudełku";;;;;;BRAK W CSV
40252;;"Pojemnik na żywność z podwójnymi ściankami, 180mm, BPA free";;;;;;BRAK W CSV
44124;;"Owijka śniadaniowa wielorazowego użytku Spider Man, czarna, 44x35,5cm";;;;;;BRAK W CSV
75091;;"Miseczka mikrofala Disney Stitch, antypoślizgowa, 14x14cm, Bpa free";;;;;;BRAK W CSV
LJDV100-64GABGY;;"Pendrive 64 GB USB 3.0 JumpDrive V100 Szybki transfer danych";;;;;;BRAK W CSV
MARE0013;;"Torba podróżna w stylu marynarskim, z regulowanym paskiem, 50x35x20cm";;;;;;BRAK W CSV
MARE0043;;"Etui wielofunkcyjne Pastel kosmetyczka";;;;;;BRAK W CSV
TSEH517;;"Podkładka na stół Pusheen 49,5x34,5cm, różowa, tworzywo";;;;;;BRAK W CSV
CS20026;;"Kalendarz planowania 20x17cm z Line Friends, spirala";;;;;;BRAK W CSV
TSEH368;;"Podkładka biurkowa z Line Friends, 49,5x34,5cm";;;;;;BRAK W CSV
C2AT0022;;"Segregator na dokumenty Pusheen, 26x32cm, z gumką, oficjalna licencja";;;;;;BRAK W CSV
CAC0023;;"Segregator kulinarny Pusheen stylowy dla przepisów wspomnień";;;;;;BRAK W CSV
MARE0130;;"Piórnik pluszowy Chimmy, 20x9x5 cm, na przybory szkolne";;;;;;BRAK W CSV
CPA325007;;"Kalendarz ścienny A3 2025 z Stitch laminowany, wyjątkowe ilustracje";;;;;;BRAK W CSV
8711252040264;;"Lampa solarna LED 70cm ze stali nierdzewnej, srebrna, automatyczna";;;;;;BRAK W CSV
8711252075600;;"Blokada tarczy hamulcowej z linką 150cm, jaskrawa, zabezpieczenie przed";;;;;;BRAK W CSV
8711252119229;;"Sekator do krzewów 21cm z ergonomicznym z uchwytem blokadą ostrza";;;;;;BRAK W CSV
8711252121796;;"Uchwyty Sekator do gałęzi 48cm z ostrzem antyadhezyjnym, antypoślizgowe";;;;;;BRAK W CSV
8711252121826;;"Zestaw Sekatorzy do krzewów 3 sekatorów z uchwytami antypoślizgowymi";;;;;;BRAK W CSV
8711252124520;;"Lampa solarna LED 38cm, srebrna, efekt płomienia, ogrodowa";;;;;;BRAK W CSV
8711252146218;;"Uchwyt do smartfonów z elastycznym ramieniem 70cm, stabilny zacisk";;;;;;BRAK W CSV
8711252146577;;"Słomki ze stali nierdzewnej 4 szt. kolorowe szczotka do czyszczenia";;;;;;BRAK W CSV
E8711252155463;;"Farby akrylowe brokatowe 12 kolorów z pędzelkiem bezpieczne dla dzieci";;;;;;BRAK W CSV
8711252156071;;"Pędzel płaski 70mm szeroki do glazury konserwacji drewna";;;;;;BRAK W CSV
8711252174723;;"Podgrzewacz szklany 7,5cm z dekoracją jajeczkami w żółtym pudełku";;;;;;BRAK W CSV
E8711252178226;;"Pisaki kredowe do tablic szkła, łatwe usunięcia, 4 szt";;;;;;BRAK W CSV
E8711252180298;;"Pędzle malarskie 25 elementowy zestaw, różne rozmiary rodzaje";;;;;;BRAK W CSV
8711252225401;;"Rakietka do tenisa stołowego z ergonomiczny z uchwytem, 5 elementów";;;;;;BRAK W CSV
8711252227092;;"Zestaw kuchenny ze stalowym stojakiem elegancja funkcjonalność 385mm";;;;;;BRAK W CSV
871125223311;;"Chusteczki nawilżane do samochodu 20 szt. o zapachu wanilii";;;;;;BRAK W CSV
8711252249827;;"Statyw na smartfon z pilotem, Bluetooth, regulacja 9-70cm";;;;;;BRAK W CSV
8711252249841;;"Lampa pierścieniowa LED 25cm z uchwytem na telefon, regulacja jasności";;;;;;BRAK W CSV
871125225178;;"Baterie alkaliczne AG";;;;;;BRAK W CSV
8711252254494;;"Żarówka inteligentna Wi-Fi E27 7W ciepła biała z funkcją głosową";;;;;;BRAK W CSV
871125225507;;"Spray czyszczący do kokpitu 225ml neutralny, nabłyszcza, odświeża";;;;;;BRAK W CSV
871125225610;;"Koc flanelowy 200x150cm różowe, miękki, na chłodne wieczory";;;;;;BRAK W CSV
871125225613;;"Koc flanelowy 200x150cm, pomarańczowy, miękki, na chłodne wieczory";;;;;;BRAK W CSV
8711252269627;;"Hantel 2kg PVC czerwone, ergonomiczny, do treningu";;;;;;BRAK W CSV
871125247701;;"Ściereczki z mikrofibry 35x35cm 40 nawilżanych do auta";;;;;;BRAK W CSV
8711252525600;;"Baterie AAA 1.5V cynkowe 4 sztuki wydajność 325mah";;;;;;BRAK W CSV
E8711252527949;;"Farby akrylowe 18 kolorów 36ml w tubkach zestaw artystyczny Artist Co";;;;;;BRAK W CSV
8711252706009;;"Plastociasto dla dzieci 5 kolorów, bezpieczne, kreatywne zabawki w";;;;;;BRAK W CSV
8711252811826;;"Gąbki do mycia naczyń 10 sztuk, chłonne trwałe, idealne kuchni";;;;;;BRAK W CSV
871125285574;;"Zestaw Baterie alkaliczne płaskie AG 1/3/4/5/12 30 szt";;;;;;BRAK W CSV
8711252871257;;"Wykałaczki bambusowe 6,5cm 2x500 sztuk, idealne do serwowania przekąsek";;;;;;BRAK W CSV
8711252872247;;"Pojemniki na żywność 14 el. wielokolorowe z polipropylenu, różne rozmiary";;;;;;BRAK W CSV
8711252992914;;"Szampon samochodowy 500ml Efektywne mycie karoserii";;;;;;BRAK W CSV
620-0396;;"Portfel na szyjkę, różowe, z suwakiem, poliester, 13x10,5cm";;;;;;BRAK W CSV
INVSOL03;;"Falownik solarny Mppt 2000W 24V z ładowarką czystą sinusoidą Green Cell";;;;;;BRAK W CSV
INVGC12P2000LCD;;"Przetwornica napięcia 2000W LCD 12V 230V czysta sinusoida Green Cell";;;;;;BRAK W CSV
INVGC24P3000LCD;;"Przetwornica napięcia 3000W LCD 24V na 230V Czysta Sinusoida Green Cell";;;;;;BRAK W CSV
8711252087214RED;;"Latarka czołowa LED COB, 3 tryby, elastyczna opaska, czerwona";;;;;;BRAK W CSV
8711252087214YELLOW;;"Latarka czołowa LED żółta, 60 lumenów, regulowany kąt, lekka wygodna";;;;;;BRAK W CSV
8711252145594BLUE;;"Podkładka stołowa niebieska, tworzywo sztuczne, 30x43cm, praktyczna ozdoba";;;;;;BRAK W CSV
8711252145594GREEN;;"Podkładka stołowa ochronna, tworzywo sztuczne, zielona, 30x43cm";;;;;;BRAK W CSV
8711252267548_1;;"Zestaw kuchennych przyborów bambusowych 5 szt. grafitowy 30cm";;;;;;BRAK W CSV
8711252267548_2;;"Przybory kuchenne bambusowe 5 szt. 30cm, szare wygodne praktyczne";;;;;;BRAK W CSV
6942138949803_1;;"Koło do pływania dla dzieci 51cm PVC Pingwinki, zabawa na plaży basenie";;;;;;BRAK W CSV
8711252146980_BLUE;;"Organizer podróżny niebieski kompaktowy etui na akcesoria";;;;;;BRAK W CSV
8711252494685_YELLOW;;"Gra Piłka do siatkówki plażowej, rozmiar 4, żółta, komfortowa";;;;;;BRAK W CSV
8711252494685_BLUE;;"Piłka plażowa rozmiar 4, niebieska, trwały materiał do gry";;;;;;BRAK W CSV
8711252224312_WHITE;;"Zapalniczka gazowa długa 26cm, wygodna, plastikowa, biała";;;;;;BRAK W CSV
8711252138480_YELLOW;;"Teleskopowa miotełka do kurzu z mikrofibry, żółta, 34-96cm, regulowana";;;;;;BRAK W CSV
8711252176130_GRAY;;"Nerka sportowa wodoodporna na smartfona, szara, regulowana 51-71cm";;;;;;BRAK W CSV
8711252318745_1;;"Zestaw Rakietki plażowe 2 szt. z piłką niebieskie czerwone, sportowa zabawa";;;;;;BRAK W CSV
8711252175218_BLUE;;"Wałek treningowy do brzucha, niebieski, z uchwytami stalowymi, 20cm";;;;;;BRAK W CSV
E8711252238388_01;;"Farby neonowe akrylowe 80ml Zestaw 4 kolorów w estetycznym opakowaniu";;;;;;BRAK W CSV
E8711252037479_01;;"Zestaw świec zapachowych sojowych w szkle, 3 kolory, 75h palenia";;;;;;BRAK W CSV
E8711252037479_03;;"Zestaw Świece zapachowe sojowe w szkle, 3, różne kolory aromaty";;;;;;BRAK W CSV
E8711252037479_04;;"Zestaw Świece zapachowe sojowe w szkle 4, różne kolory zapachy";;;;;;BRAK W CSV
8711252018430_BLUE;;"Piłka nożna r. 5, PU, niebieska, klasyczna 32 panelowa konstrukcja";;;;;;BRAK W CSV
8711252031477GREEN_01;;"Koc polarowy 150x200cm zielone miękki ciepły, na chłodne wieczory";;;;;;BRAK W CSV
871125206869_VANILLA;;"Gąbka czyszcząca do kokpitu, zapach wanilii, efektywna delikatna";;;;;;BRAK W CSV
871125206869_LAVENDER;;"Gąbka do czyszczenia kokpitu, aromat lawendy, skuteczne czyszczenie";;;;;;BRAK W CSV
871125200238_BLACK;;"Kask Mtb regulowany m 55-58cm, czarny, lekki wentylowany";;;;;;BRAK W CSV
8711252046860PURPLE;;"Pistolet na wodę 45cm, Żółto niebieski, do letnich zabaw";;;;;;BRAK W CSV
8711252003733WHITE;;"Ręcznik kąpielowy mikrofibra 90x180cm biały, superchłonny szybkoschnący";;;;;;BRAK W CSV
8711252003733BEIGE;;"Ręcznik kąpielowy z mikrofibry 90x180cm, superchłonny, beżowy";;;;;;BRAK W CSV
8711252031477CAMEL;;"Koc polarowy 150x200cm camelowy, miękki uniwersalny, na chłodne wieczory";;;;;;BRAK W CSV
8711252159454PURPLE;;"Torba termiczna na ramię 20L, fioletowa, lekka, idealna piknik";;;;;;BRAK W CSV
8711252922713ORANGE;;"Tablica magnetyczna dla dzieci znikopis, pomarańczowy, z rysikiem";;;;;;BRAK W CSV
INVGC01;;"Przetwornica samochodowa 12V na 230V 300W z USB Pro Green Cell";;;;;;BRAK W CSV
INVGC03;;"Przetwornica napięcia Pro 12V 230V 500W Green Cell";;;;;;BRAK W CSV
INVGC06;;"Przetwornica Inwerter Pro 12V na 230V 150W Green Cell";;;;;;BRAK W CSV
ACEBIKE20;;"Ładowarka 42V 2A do baterii Ebike 36V, z zabezpieczeniem przed Green Cell";;;;;;BRAK W CSV
EV14;;"Ładowarka EV PowerBox 22kW z kablem Type 2, czarna Green Cell";;;;;;BRAK W CSV
EV15;;"Ładowarka Wallbox EV PowerBox 22kW, Type 2, Czarna, IP66, LCD";;;;;;BRAK W CSV
EV17;;"Ładowarka mobilna EV PowerCable 3,6kW Schuko z LCD, Type 1, czarna";;;;;;BRAK W CSV
INVGC04;;"Inwerter 24V na 230V 500W Czarny";;;;;;BRAK W CSV
INVGC02;;"Inwerter Pro 24V na 230V 300W Green Cell";;;;;;BRAK W CSV
INV29;;"Przetwornica 12V";;;;;;BRAK W CSV
INV30;;"Przetwornica 24V na 230V 150W Green Cell";;;;;;BRAK W CSV
ADCAV01;;"Ładowarka LiFePO4 14.6V 4A z zabezpieczeniami ergonomiczną Green Cell";;;;;;BRAK W CSV
SDCZ460-032G-G46;;"Pendrive USB-C 32GB Ultra Szybki transfer 150 MB";;;;;;BRAK W CSV
SDSQXAF-032G-GN6GN;;"Karta pamięci Extreme 32 GB microSDHC A1 V30 UHS U3 100 MB/s";;;;;;BRAK W CSV
BFO-BH12;;"Uchwyt samochodowy magnetyczny 360° czarny";;;;;;BRAK W CSV
BFO-BH23;;"Uchwyt 360° biały, elastyczny, dla telefonów 4,5-6,5";;;;;;BRAK W CSV
DCMHOCO;;"Maseczka ochronna jednorazowa 3 warstwowa, niebiesko biała, 50 sztuk";;;;;;BRAK W CSV
SUGX-A0S;;"Uchwyt samochodowy Baseus z magnesem do kratki wentylacyjnej, czarny";;;;;;BRAK W CSV
SUHZ-01;;"Uchwyt na tablet smartfon do samochodu, czarny, obrotowy, uniwersalny";;;;;;BRAK W CSV
B2-BK;;"Uchwyt samochodowy grawitacyjny Neekin B2 do kratki nawiewu, czarny";;;;;;BRAK W CSV
DTKN/128GB;;"Pendrive USB 3.2 128 GB Szybkie odczyty do 200 MB";;;;;;BRAK W CSV
IPADM0015;;"Skórki ochronne Nexgen na iPad mini Serpentyna fioletowe, 4x grubsze";;;;;;BRAK W CSV
IPADM0032;;"Zestaw Skórki ochronne iPada mini Nexgen Owlettes, różowe";;;;;;BRAK W CSV
458877;;"Puzzle Dumbo Maxi 24 elementy, odporne na zagniecenia";;;;;;BRAK W CSV
MAGSFHOLDERWIRK;;"Uchwyt magnetyczny samochodowy Touch Air Mag z ładowaniem czarny";;;;;;BRAK W CSV
INSTHOLDERWIR15K;;"Uchwyt samochodowy Hug Dual Pro 2w1 z ładowaniem Qi 15W czarny";;;;;;BRAK W CSV
BTSCOREK;;"Słuchawka Bluetooth V5.0 Score, czarna, dla dwóch urządzeń";;;;;;BRAK W CSV
BTSLEEKK;;"Słuchawka Bluetooth V5.3 Sleek, czarna, obsługa 2 urządzeń";;;;;;BRAK W CSV
PUSH11BLK;;"Uchwyt samochodowy grawitacyjny PURO, 360°, czarny, na kratkę wentylacyjną";;;;;;BRAK W CSV
BSTOP1314-B;;"Torba na laptopa Stop, granatowa, z recyklingu, 14 MacBook Pro";;;;;;BRAK W CSV
J07105;;"Puzzle z drewna Zabawa w chowanego kolorowej scenerii natury";;;;;;BRAK W CSV
GUWBSQGBE;;"Torba na smartfona Guess 4G, brązowa, skóra eco, z regulowanym paskiem";;;;;;BRAK W CSV
41439;;"Łańcuch do wózka dla niemowląt, miękki ptaszek, 47cm, kolorowy, bezpieczny";;;;;;BRAK W CSV
E4002942290620;;"Zestaw akcesoriów kuchennych 6 elementów, czerwone, na stojaku";;;;;;BRAK W CSV
99MO095302;;"Portfel magnetyczny SnapTo™ z ekologicznej skóry, różowe";;;;;;BRAK W CSV
99MO065011;;"Rękawiczki dotykowe S, popielate, z GripTrak™, komfortowe";;;;;;BRAK W CSV
99MO021925;;"Nakładka ochronna na klawiaturę TPU przezroczysta MacBook Pro 16";;;;;;BRAK W CSV
99MO021928;;"Nakładka na klawiaturę TPU 13 przezroczysta ochrona MacBook Air";;;;;;BRAK W CSV
61369;;"Maskotka Shooky Baby 20cm z BT21, miękka, różowa, oryginalna licenciowana";;;;;;BRAK W CSV
61490;;"Maskotka RJ Winter 15cm z miękkiego pluszu oficjalna licencja";;;;;;BRAK W CSV
NBA5MV14;;"Notatnik A5 Deadpool Twarda okładka, 240 stron, Oficjalna licencja Marvel";;;;;;BRAK W CSV
ILGU104.0N03KBCNA;;"Żarówka LED GU10 PAR16 4W 35W 3000K ciepłe światło, energooszczędna";;;;;;BRAK W CSV
ILA60E27S6.5N27KBEMA;;"Żarówka LED E27 6.5W Auto Sensor Ciepła Biała 2700K 450lm Kulka";;;;;;BRAK W CSV
LINE3315;;"Notatnik A5 Pluszowy z Misiem brązowe 160 stron, twarda okładka, Line";;;;;;BRAK W CSV
LINE3399;;"Piórnik pluszowy Cony Króliczek 22x16cm z kolekcji Line Friends";;;;;;BRAK W CSV
PP6117CM;;"Lampa biurkowa Kapitan Ameryka na baterie z Marvela";;;;;;BRAK W CSV
SP-PU-PI;;"Spray do czyszczenia ekranów z mikrofibrą 20ml, różowe, antybakteryjny";;;;;;BRAK W CSV
PC5A;;"Masa plastyczna PlastoCoolki z 5 akcesoriami wielokrotnego użytku";;;;;;BRAK W CSV
PC4N;;"Masa plastyczna PlastoCoolki 4 szt. nigdy nie wysychają, 3 kolory";;;;;;BRAK W CSV
INV01DE;;"Przetwornica 300W Green Cell";;;;;;BRAK W CSV
INV02DE;;"Przetwornica 24V na 230V 300W Green Cell";;;;;;BRAK W CSV
INV04DE;;"Inwerter 24V na 230V 500W";;;;;;BRAK W CSV
INV06;;"Przetwornica 12V na 230V 150W Green Cell";;;;;;BRAK W CSV
INV08;;"Przetwornica 12V na 230V 2000W z zabezpieczeniami Zasilanie w Aucie";;;;;;BRAK W CSV
INV12;;"Przetwornica 12V na 230V 3000W z portem USB zabezpieczeniami Green Cell";;;;;;BRAK W CSV
AK50;;"Stacja dokująca USB-C hub 4K HDMI, SD";;;;;;BRAK W CSV
INV14;;"Przetwornica napięcia 24V na 230V 300W, czysta sinusoida, uniwersalna";;;;;;BRAK W CSV
ACEBIKE08;;"Ładowarka do baterii 48V 54.6V 1.8A, 3 pin Gwarancja 12 Green Cell";;;;;;BRAK W CSV
INV15;;"Inwerter 12V na 230V 3000W";;;;;;BRAK W CSV
INV16;;"Przetwornica 12V na 230V 500W";;;;;;BRAK W CSV
INV17;;"Przetwornica 24V na 230V 500W Green Cell";;;;;;BRAK W CSV
INV19;;"Inwerter 24V na 230V 1500W";;;;;;BRAK W CSV
INV20;;"Inwerter 24V na 230V 2000W Green Cell";;;;;;BRAK W CSV
INV21;;"Inwerter 3000W czarneGreen Cell";;;;;;BRAK W CSV
INV24;;"Przetwornica 24V na 230V 1500W z portem USB zabezpieczeniami Green Cell";;;;;;BRAK W CSV
INV25;;"Przetwornica 12V na 230V 1500W z portem USB zabezpieczeniami Green Cell";;;;;;BRAK W CSV
8711252103044BLACK;;"Torba na zakupy składana 21L czarna idealna do podróży";;;;;;BRAK W CSV
22681;8412497226818;"Zestaw Angry Birds łazienkowy";Dziecko;Pokój wyposażenie;Dom > Wyposażenie i akcesoria;wyposazenie-i-akcesoria;2806817;OK
1565853;5907791565853;"Małe samochodziki wybór losowy koloru";Dziecko;Zabawki;Dla dziecka > Zabawki;zabawki;2804079;OK
22246;8412497222469;"Miseczka";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
1568175;5907791568175;"Plastociasto hot dogi Plastikowe opakowanie";Dziecko;Zabawki;Dla dziecka > Zabawki;zabawki;2804079;OK
1577443;5907791577443;"Plastociasto roller";Dziecko;Zabawki;Dla dziecka > Zabawki;zabawki;2804079;OK
13294;8412497132942;"Torba Fashion lunch bag termiczna śniadaniówka";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
10317;8412497103171;"Zestaw Zings sztućców Łyżka widelec";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
13178;8412497131785;"Zestaw do mikrofali miska z łyżeczką indygo dreams Myszka Minnie";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
1583093;5907791583093;"Grzechotki drewniane mix Flaming, tukan wybór losowy modelu";Dziecko;Zabawki;Dla dziecka > Zabawki;zabawki;2804079;OK
1533791;;"Zestaw Plastociasto mini z wyciskarką";;;;;;BRAK W CSV
088-0745;8712645272323;"Piórnik niebieski 7x20 x7 cm Myszka Miki";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
035187;5036905035187;"Gra Karciana Trumps Friends";Dziecko;Gry puzzle;Dla dziecka > Gry edukacyjne i planszowe;gry-edukacyjne-i-planszowe;2804306;OK
1579478;5907791579478;"Pojazdy Metalowe autka Wybór Losowy";Dziecko;Zabawki;Dla dziecka > Zabawki;zabawki;2804079;OK
1581921;5907791581921;"Plastociasto mobilna lodziarnia";Dziecko;Zabawki;Dla dziecka > Zabawki;zabawki;2804079;OK
1569264;5907791569264;"Plastociasto tosty Plastikowe opakowanie";Dziecko;Zabawki;Dla dziecka > Zabawki;zabawki;2804079;OK
1583178;5907791583178;"Gra Bright Drewniana puzzle dżungla 25 el";Dziecko;Zabawki;Dla dziecka > Zabawki;zabawki;2804079;OK
1583307;5907791583307;"Klocki Bright Drewniane owieczka";Dziecko;Zabawki;Dla dziecka > Zabawki;zabawki;2804079;OK
1066551_2;08001011066551;"Trolls - Piłka gumowa (230 mm) Wybór losowy";Dziecko;Zabawki;Dla dziecka > Zabawki;zabawki;2804079;OK
13160;8412497131600;"Pojemnik izotermiczny 284ml indygo dreams Myszka Minnie";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
01025;8412497010257;"Marvel Wielorazowa owijka śniadaniowa";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
18756;8412497187560;"Torba termiczna z paskiem Cars żółty";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
13029;8412497130290;"Śliniak silikonowy z kieszonką Cool Myszka Miki";Dziecko;Pozostałe;Dla dziecka > Gadżety;gadzety-1;2804280;OK
22253;;"Torba Shimmer Shine termiczna śniadaniowa";;;;;;BRAK W CSV
1570987;;"Plastociasto 33 kolory";;;;;;BRAK W CSV
1583512;5907791583512;"Puzzle Bright Drewniane dżungla 35 el";Dziecko;Zabawki;Dla dziecka > Zabawki;zabawki;2804079;OK
1574480;5907791574480;"Puzzle Bright Drewniane równania";Dziecko;Zabawki;Dla dziecka > Zabawki;zabawki;2804079;OK
13299;8412497132997;"Torba termiczna śniadaniówka";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
13298;8412497132980;"Torba termiczna śniadaniówka Kraina Lodu";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
13293;8412497132935;"Torba termiczna śniadaniowa Kraina Lodu";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
10346;8412497103461;"Zings Miseczka dla dzieci";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
000CP26265;8809640256516;"Uchwyt Click.R Vent samochodowy Spigen";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
1052202;;"Piłka Fifa 2018 Samara 60mm";;;;;;BRAK W CSV
11105;8412497111053;"Zestaw pojemników na żywność 540ml 3 szt. Myszka Minnie";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
02449;8412497024490;"Star Wars Obrus 140x140cm";Dziecko;Pokój wyposażenie;Dom > Wyposażenie i akcesoria;wyposazenie-i-akcesoria;2806817;OK
01045;8412497010455;"Myszka Minnie Wielorazowa owijka śniadaniowa";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
11108;;"Zestaw Spider Man pojemników na żywność 540ml 3szt";;;;;;BRAK W CSV
17456;;"Torba termiczna z paskiem Minions";;;;;;BRAK W CSV
13129;8412497131297;"Śliniak silikonowy z kieszonką indygo dreams Myszka Minnie";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
000CG20879;8809466649448;"Uchwyt Magnetic samochodowy QS11 Spigen czarny";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
000CD20115;;"Uchwyt Air Vent Magnetic samochodowy A201 Spigen czarny";;;;;;BRAK W CSV
150422-1041;840168532131;"Speck ClickLock Car Vent Mount For MagSafe - Uchwyt samochodowy (Czarny)";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
