ean;sku;name;wysokosc_opak_mm;glebokosc_opak_mm;szerokosc_opak_mm;waga_g;description
;1935821;LEGO Disney 43222 Zamek Disneya;522;217;478;;"Cechy Liczba minifigurek do zabawy: 8 szt. Ilość elementów: 4837 Zalecany wiek: 18 lat+ Seria: Disney Instrukcja: Tak Waga i rozmiary Wysokość produktu: 800 mm Szerokość produktu: 590 mm Głębokość produktu: 330 mm Dane opakowania Szerokość opakowania: 478 mm Wysokość opakowania: 522 mm Waga wraz z opakowaniem: 7 kg Głębokość opakowania: 217 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1936486;LEGO Minecraft 21583 Przygoda Steve'a w tajdze;122;46;141;140;"Cechy Liczba minifigurek do zabawy: 1 szt. Zalecany wiek: 6 lat+ Ilość elementów: 79 Seria: Minecraft® Instrukcja: Tak Waga i rozmiary Szerokość produktu: 80 mm Wysokość produktu: 80 mm Głębokość produktu: 60 mm Dane opakowania Szerokość opakowania: 141 mm Waga wraz z opakowaniem: 140 g Wysokość opakowania: 122 mm Głębokość opakowania: 46 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1936487;LEGO Minecraft 21584 Podróż przez portal do Netheru i Endu;141;71;191;260;"Cechy Seria: Minecraft® Instrukcja: Tak Ilość elementów: 192 Liczba minifigurek do zabawy: 1 szt. Zalecany wiek: 7 lat+ Waga i rozmiary Szerokość produktu: 80 mm Wysokość produktu: 30 mm Głębokość produktu: 110 mm Dane opakowania Głębokość opakowania: 71 mm Wysokość opakowania: 141 mm Szerokość opakowania: 191 mm Waga wraz z opakowaniem: 260 g Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1936489;LEGO Minecraft 21586 Blady ogród;191;61;262;400;"Cechy Ilość elementów: 243 Seria: Minecraft® Liczba minifigurek do zabawy: 3 szt. Instrukcja: Tak Zalecany wiek: 7 lat+ Waga i rozmiary Szerokość produktu: 160 mm Wysokość produktu: 120 mm Głębokość produktu: 150 mm Dane opakowania Głębokość opakowania: 61 mm Szerokość opakowania: 262 mm Waga wraz z opakowaniem: 400 g Wysokość opakowania: 191 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1936490;LEGO Minecraft 21587 Loch zombi;262;91;191;530;"Cechy Ilość elementów: 284 Zalecany wiek: 8 lat+ Seria: Minecraft® Liczba minifigurek do zabawy: 4 szt. Instrukcja: Tak Waga i rozmiary Głębokość produktu: 150 mm Wysokość produktu: 210 mm Szerokość produktu: 120 mm Dane opakowania Głębokość opakowania: 91 mm Wysokość opakowania: 262 mm Szerokość opakowania: 191 mm Waga wraz z opakowaniem: 530 g Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;1936491;LEGO Minecraft 21589 Miniaturowe biomy;191;91;354;820;"Cechy Instrukcja: Tak Seria: Minecraft® Ilość elementów: 797 Zalecany wiek: 12 lat+ Waga i rozmiary Głębokość produktu: 70 mm Wysokość produktu: 110 mm Szerokość produktu: 240 mm Dane opakowania Wysokość opakowania: 191 mm Szerokość opakowania: 354 mm Głębokość opakowania: 91 mm Waga wraz z opakowaniem: 820 g Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1936494;LEGO Icons 11372 Jesienny ogród z chatką;262;94;382;;"Cechy Ilość elementów: 1102 Seria: LEGO® Icons Zalecany wiek: 18 lat+ Instrukcja: Tak Waga i rozmiary Głębokość produktu: 180 mm Szerokość produktu: 290 mm Wysokość produktu: 190 mm Dane opakowania Waga wraz z opakowaniem: 1,41 kg Wysokość opakowania: 262 mm Głębokość opakowania: 94 mm Szerokość opakowania: 382 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje."
;1936498;LEGO Botanical 11504 Skrzydłokwiat w doniczce;282;76;262;700;"Cechy Zalecany wiek: 18 lat+ Ilość elementów: 474 Instrukcja: Tak Seria: BOTANICALS Waga i rozmiary Wysokość produktu: 300 mm Szerokość produktu: 250 mm Głębokość produktu: 220 mm Dane opakowania Głębokość opakowania: 76 mm Wysokość opakowania: 282 mm Waga wraz z opakowaniem: 700 g Szerokość opakowania: 262 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;1936499;LEGO Botanical 11509 Kwitnący kaktus w doniczce;262;61;191;450;"Cechy Ilość elementów: 482 Zalecany wiek: 9 lat+ Seria: BOTANICALS Instrukcja: Tak Waga i rozmiary Wysokość produktu: 160 mm Szerokość produktu: 110 mm Głębokość produktu: 90 mm Dane opakowania Waga wraz z opakowaniem: 450 g Głębokość opakowania: 61 mm Szerokość opakowania: 191 mm Wysokość opakowania: 262 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1936500;LEGO Botanical 11501 Bukiet tulipanów;382;71;262;790;"Cechy Ilość elementów: 576 Instrukcja: Tak Zalecany wiek: 18 lat+ Seria: BOTANICALS Waga i rozmiary Wysokość produktu: 360 mm Dane opakowania Szerokość opakowania: 262 mm Wysokość opakowania: 382 mm Głębokość opakowania: 71 mm Waga wraz z opakowaniem: 790 g Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje."
;1936501;LEGO GABBY'S DOLLHOUSE 11215 Koci przyjaciele Gabby do zbudowania;191;59;354;490;"Cechy Ilość elementów: 324 Zalecany wiek: 6 lat+ Instrukcja: Tak Waga i rozmiary Wysokość produktu: 90 mm Dane opakowania Wysokość opakowania: 191 mm Waga wraz z opakowaniem: 490 g Szerokość opakowania: 354 mm Głębokość opakowania: 59 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1936502;LEGO Minecraft 21588 Lis;222;76;262;700;"Cechy Instrukcja: Tak Ilość elementów: 497 Zalecany wiek: 10 lat+ Seria: Minecraft® Waga i rozmiary Wysokość produktu: 120 mm Głębokość produktu: 240 mm Szerokość produktu: 60 mm Dane opakowania Wysokość opakowania: 222 mm Szerokość opakowania: 262 mm Głębokość opakowania: 76 mm Waga wraz z opakowaniem: 700 g Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1936503;LEGO City 60489 Jet konta samochód;220;60;260;441;"Cechy Zalecany wiek: 6 lat+ Liczba minifigurek do zabawy: 2 szt. Ilość elementów: 259 Seria: City Instrukcja: Tak Waga i rozmiary Wysokość produktu: 70 mm Głębokość produktu: 210 mm Szerokość produktu: 160 mm Dane opakowania Głębokość opakowania: 60 mm Szerokość opakowania: 260 mm Waga wraz z opakowaniem: 441 g Wysokość opakowania: 220 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje."
;1936504;LEGO City 60491 Transporter motocykli;191;46;262;330;"Cechy Seria: City Ilość elementów: 88 Zalecany wiek: 4 lata+ Liczba minifigurek do zabawy: 2 szt. Instrukcja: Tak Waga i rozmiary Szerokość produktu: 70 mm Wysokość produktu: 80 mm Głębokość produktu: 140 mm Dane opakowania Głębokość opakowania: 46 mm Szerokość opakowania: 262 mm Waga wraz z opakowaniem: 330 g Wysokość opakowania: 191 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1936505;LEGO City 60499 Wóz strażacki na lotnisku;262;94;382;;"Cechy Zalecany wiek: 7 lat+ Liczba minifigurek do zabawy: 4 szt. Instrukcja: Tak Ilość elementów: 691 Seria: City Waga i rozmiary Szerokość produktu: 80 mm Wysokość produktu: 110 mm Głębokość produktu: 310 mm Dane opakowania Głębokość opakowania: 94 mm Wysokość opakowania: 262 mm Szerokość opakowania: 382 mm Waga wraz z opakowaniem: 1,17 kg Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;1936506;LEGO City 60500 Ciężarówka LEGO;222;62;262;560;"Cechy Instrukcja: Tak Zalecany wiek: 6 lat+ Liczba minifigurek do zabawy: 2 szt. Ilość elementów: 276 Seria: City Waga i rozmiary Głębokość produktu: 160 mm Wysokość produktu: 70 mm Szerokość produktu: 60 mm Dane opakowania Waga wraz z opakowaniem: 560 g Wysokość opakowania: 222 mm Szerokość opakowania: 262 mm Głębokość opakowania: 62 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1928934;LEGO City 60367 Samolot pasażerski;380;94;480;1800;"Cechy Liczba minifigurek do zabawy: 8 szt. Ilość elementów: 913 Seria: City Zalecany wiek: 7 lat+ Instrukcja: Tak Waga i rozmiary Głębokość produktu: 470 mm Szerokość opakowania: 480 mm Głębokość opakowania: 94 mm Szerokość produktu: 440 mm Wysokość produktu: 190 mm Wysokość opakowania: 380 mm Waga produktu: 1,8 kg Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;1936507;"LEGO City 60505 Samolot, wóz serwisowy i poduszkowiec";262;94;382;;"Cechy Zalecany wiek: 7 lat+ Instrukcja: Tak Liczba minifigurek do zabawy: 3 szt. Seria: City Ilość elementów: 990 Waga i rozmiary Wysokość produktu: 80 mm Głębokość produktu: 160 mm Szerokość produktu: 60 mm Dane opakowania Głębokość opakowania: 94 mm Waga wraz z opakowaniem: 1,28 kg Szerokość opakowania: 382 mm Wysokość opakowania: 262 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1936510;LEGO Creator 31380 Konsola retrogier;191;46;262;400;"Cechy Zalecany wiek: 8 lat+ Ilość elementów: 268 Seria: Creator Instrukcja: Tak Waga i rozmiary Szerokość produktu: 120 mm Głębokość produktu: 40 mm Wysokość produktu: 80 mm Dane opakowania Głębokość opakowania: 46 mm Szerokość opakowania: 262 mm Waga wraz z opakowaniem: 400 g Wysokość opakowania: 191 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;1936511;LEGO Creator 31381 Groźny rekin ze skrzynią skarbów;191;61;262;520;"Cechy Instrukcja: Tak Seria: Creator Ilość elementów: 379 Zalecany wiek: 8 lat+ Waga i rozmiary Głębokość produktu: 260 mm Wysokość produktu: 80 mm Szerokość produktu: 110 mm Dane opakowania Wysokość opakowania: 191 mm Szerokość opakowania: 262 mm Waga wraz z opakowaniem: 520 g Głębokość opakowania: 61 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje."
;1936512;LEGO Creator 31382 Zabawny szczeniak;191;61;262;490;"Cechy Seria: Creator Zalecany wiek: 8 lat+ Instrukcja: Tak Ilość elementów: 336 Waga i rozmiary Głębokość produktu: 170 mm Wysokość produktu: 130 mm Szerokość produktu: 90 mm Dane opakowania Waga wraz z opakowaniem: 490 g Szerokość opakowania: 262 mm Wysokość opakowania: 191 mm Głębokość opakowania: 61 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;1936515;LEGO Iconic 40824 Uroczy kanarek Tweety;191;72;262;496;"Cechy Seria: Seasons and occasion Instrukcja: Tak Zalecany wiek: 12 lat+ Ilość elementów: 412 Waga i rozmiary Wysokość produktu: 170 mm Dane opakowania Głębokość opakowania: 72 mm Waga wraz z opakowaniem: 496 g Szerokość opakowania: 262 mm Wysokość opakowania: 191 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1936517;LEGO Technic 42219 Monster Jam Grave Digger Fire and Ice;191;72;262;500;"Cechy Seria: Technic Instrukcja: Tak Zalecany wiek: 7 lat+ Ilość elementów: 263 Waga i rozmiary Wysokość produktu: 110 mm Głębokość produktu: 180 mm Szerokość produktu: 110 mm Dane opakowania Wysokość opakowania: 191 mm Szerokość opakowania: 262 mm Waga wraz z opakowaniem: 500 g Głębokość opakowania: 72 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;1936518;LEGO Technic 42220 Monster Jam Sparkle Smash;191;72;262;470;"Cechy Ilość elementów: 243 Zalecany wiek: 7 lat+ Instrukcja: Tak Seria: Technic Waga i rozmiary Głębokość produktu: 190 mm Wysokość produktu: 120 mm Szerokość produktu: 110 mm Dane opakowania Waga wraz z opakowaniem: 470 g Wysokość opakowania: 191 mm Szerokość opakowania: 262 mm Głębokość opakowania: 72 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje."
;1936520;LEGO Technic 42222 Bugatti Chiron Pur Sport Hyper Car;262;71;382;;"Cechy Instrukcja: Tak Seria: Technic Ilość elementów: 771 Zalecany wiek: 11 lat+ Waga i rozmiary Szerokość produktu: 130 mm Wysokość produktu: 80 mm Głębokość produktu: 290 mm Dane opakowania Głębokość opakowania: 71 mm Szerokość opakowania: 382 mm Waga wraz z opakowaniem: 1,03 kg Wysokość opakowania: 262 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;1936521;LEGO Technic 42223 1966 Ford GT40 MKII Race Car;262;71;382;;"Cechy Seria: Technic Ilość elementów: 793 Zalecany wiek: 18 lat+ Instrukcja: Tak Waga i rozmiary Szerokość produktu: 120 mm Wysokość produktu: 70 mm Głębokość produktu: 290 mm Dane opakowania Szerokość opakowania: 382 mm Waga wraz z opakowaniem: 1,11 kg Wysokość opakowania: 262 mm Głębokość opakowania: 71 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1936522;LEGO Technic 42224 Porsche 911 GT3 R AO Rexy Racing Car;282;118;456;;"Cechy Seria: Technic Instrukcja: Tak Zalecany wiek: 11 lat+ Ilość elementów: 1313 Waga i rozmiary Wysokość produktu: 100 mm Szerokość produktu: 160 mm Głębokość produktu: 390 mm Dane opakowania Głębokość opakowania: 118 mm Waga wraz z opakowaniem: 2,02 kg Wysokość opakowania: 282 mm Szerokość opakowania: 456 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje."
;1936525;LEGO City 60490 Pług śnieżny;191;61;262;470;"Cechy Liczba minifigurek do zabawy: 1 szt. Ilość elementów: 263 Instrukcja: Tak Zalecany wiek: 6 lat+ Seria: City Waga i rozmiary Wysokość produktu: 90 mm Szerokość produktu: 90 mm Głębokość produktu: 190 mm Dane opakowania Szerokość opakowania: 262 mm Głębokość opakowania: 61 mm Wysokość opakowania: 191 mm Waga wraz z opakowaniem: 470 g Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;1936526;LEGO Creator 31379 Groźny dinozaur;191;46;262;430;"Cechy Seria: Creator Zalecany wiek: 8 lat+ Instrukcja: Tak Ilość elementów: 283 Waga i rozmiary Wysokość produktu: 140 mm Dane opakowania Wysokość opakowania: 191 mm Szerokość opakowania: 262 mm Waga wraz z opakowaniem: 430 g Głębokość opakowania: 46 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje."
;1936531;LEGO City 60503 Helikopter straży przybrzeżnej;262;71;382;980;"Cechy Ilość elementów: 551 Seria: City Zalecany wiek: 7 lat+ Liczba minifigurek do zabawy: 4 szt. Instrukcja: Tak Waga i rozmiary Głębokość produktu: 380 mm Wysokość produktu: 110 mm Szerokość produktu: 260 mm Dane opakowania Waga wraz z opakowaniem: 980 g Szerokość opakowania: 382 mm Głębokość opakowania: 71 mm Wysokość opakowania: 262 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1936532;LEGO Friends 42678 Furgonetka z akcesoriami dla zwierząt;187;45;260;340;"Cechy Zalecany wiek: 6 lat+ Instrukcja: Tak Ilość elementów: 237 Liczba minifigurek do zabawy: 2 szt. Seria: Friends Waga i rozmiary Głębokość produktu: 150 mm Szerokość produktu: 60 mm Wysokość produktu: 60 mm Dane opakowania Głębokość opakowania: 45 mm Szerokość opakowania: 260 mm Waga wraz z opakowaniem: 340 g Wysokość opakowania: 187 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1936538;LEGO City 60479 Policyjna furgonetka do transportu więźniów;191;61;262;370;"Cechy Seria: City Instrukcja: Tak Ilość elementów: 198 Liczba minifigurek do zabawy: 3 szt. Zalecany wiek: 6 lat+ Waga i rozmiary Głębokość produktu: 140 mm Szerokość produktu: 60 mm Wysokość produktu: 70 mm Dane opakowania Wysokość opakowania: 191 mm Waga wraz z opakowaniem: 370 g Głębokość opakowania: 61 mm Szerokość opakowania: 262 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1936553;LEGO Friends 42692 Stoisko z lodami i balonami;140;60;190;155;"Cechy Instrukcja: Tak Seria: Friends Zalecany wiek: 6 lat+ Liczba minifigurek do zabawy: 2 szt. Ilość elementów: 107 Waga i rozmiary Szerokość produktu: 80 mm Głębokość produktu: 50 mm Wysokość produktu: 100 mm Dane opakowania Głębokość opakowania: 60 mm Waga wraz z opakowaniem: 155 g Szerokość opakowania: 190 mm Wysokość opakowania: 140 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1936554;LEGO Friends 42695 Przyczepa do przewozu źrebaków;219;60;259;428;"Cechy Zalecany wiek: 7 lat+ Ilość elementów: 279 Instrukcja: Tak Liczba minifigurek do zabawy: 2 szt. Seria: Friends Waga i rozmiary Wysokość produktu: 100 mm Szerokość produktu: 70 mm Głębokość produktu: 210 mm Dane opakowania Waga wraz z opakowaniem: 428 g Szerokość opakowania: 259 mm Wysokość opakowania: 219 mm Głębokość opakowania: 60 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;1936560;LEGO City 60478 Betoniarka;260;60;280;562;"Cechy Instrukcja: Tak Seria: City Ilość elementów: 371 Liczba minifigurek do zabawy: 3 szt. Zalecany wiek: 7 lat+ Waga i rozmiary Wysokość produktu: 90 mm Głębokość produktu: 220 mm Szerokość produktu: 50 mm Dane opakowania Waga wraz z opakowaniem: 562 g Wysokość opakowania: 260 mm Szerokość opakowania: 280 mm Głębokość opakowania: 60 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1936562;LEGO DREAMZzz 71508 Lisi mech-strażnik;378;71;354;;"Cechy Liczba minifigurek do zabawy: 3 szt. Ilość elementów: 883 Instrukcja: Tak Zalecany wiek: 9 lat+ Seria: LEGO® DREAMZzz™ Waga i rozmiary Szerokość produktu: 250 mm Głębokość produktu: 200 mm Wysokość produktu: 260 mm Dane opakowania Szerokość opakowania: 354 mm Waga wraz z opakowaniem: 1,21 kg Wysokość opakowania: 378 mm Głębokość opakowania: 71 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1928921;LEGO DUPLO 10428 Duży interaktywny pociąg miejski;480;120;521;;"Cechy Baterie w zestawie: Nie Liczba obsługiwanych baterii: 4 Liczba minifigurek do zabawy: 4 szt. Typ baterii: AAA Seria: DUPLO® Ilość elementów: 103 Zalecany wiek: 3 lata+ Instrukcja: Tak Waga i rozmiary Szerokość produktu: 990 mm Dane opakowania Waga wraz z opakowaniem: 2,5 kg Szerokość opakowania: 521 mm Wysokość opakowania: 480 mm Głębokość opakowania: 120 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje."
;1928954;LEGO 21362 Ideas - Kolekcja minerałów;262;71;382;892;"Cechy Zalecany wiek: 18 lat+ Instrukcja: Tak Ilość elementów: 880 Seria: Ideas Waga i rozmiary Głębokość produktu: 70 mm Szerokość produktu: 280 mm Wysokość produktu: 180 mm Dane opakowania Waga wraz z opakowaniem: 892 g Wysokość opakowania: 262 mm Szerokość opakowania: 382 mm Głębokość opakowania: 71 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1936535;LEGO Disney Princess 43287 Olaf i Bruni na pikniku;220;93;260;676;"Cechy Instrukcja: Tak Ilość elementów: 478 Zalecany wiek: 7 lat+ Seria: Disney Waga i rozmiary Głębokość produktu: 150 mm Szerokość produktu: 200 mm Wysokość produktu: 230 mm Dane opakowania Waga wraz z opakowaniem: 676 g Wysokość opakowania: 220 mm Szerokość opakowania: 260 mm Głębokość opakowania: 93 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1936536;LEGO Friends 42686 Kryty plac zabaw;259;70;380;901;"Cechy Liczba minifigurek do zabawy: 3 szt. Seria: Friends Instrukcja: Tak Ilość elementów: 668 Zalecany wiek: 7 lat+ Waga i rozmiary Głębokość produktu: 150 mm Szerokość produktu: 320 mm Wysokość produktu: 160 mm Dane opakowania Waga wraz z opakowaniem: 901 g Głębokość opakowania: 70 mm Szerokość opakowania: 380 mm Wysokość opakowania: 259 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje."
